id,writer
7299,[b'Kurt Wimmer']
78022,"[b'Zou Jingzhi', b'Gao Xiaosong']"
279784,[]
32273,[]
26356,[]
23990,[]
4241,[b'Itaru Era']
37335,[]
34113,[]
22257,[]
35343,[b'Rolf B\xc3\xb6rjlind']
30142,[]
17360,"[b'Evan Jones', b'Yabo Yablonsky']"
31695,"[b'Brian Clark', b'Reginald Rose']"
76397,[]
40952,[b'Jack Sholder']
38849,[]
71524,[]
43279,[b'Roger Marshall']
29743,[]
41760,[]
31665,[]
40219,[]
45840,[]
16363,[]
22023,[]
171,[]
73116,[b'Dennis Potter']
26639,[]
42124,[]
25297,[]
39274,[]
11564,"[b'Tom Holland', b'Mark L. Lester', b'John C.W. Saxton']"
67772,[b'Ed Graczyk']
4202,"[b'Agnieszka Holland', b'Jean-Claude Carri\xc3\xa8re']"
17590,[b'Jay Presson Allen']
20787,[b'C\xc3\xbcneyt Ark\xc4\xb1n']
28940,[]
13497,"[b'Shawn Schepps', b'Tina Gordon Chism']"
11852,[]
7303,[b'Kevin Wade']
201,[b'John Logan']
2755,[b'Alexander Payne']
33504,[]
21868,[]
65684,[]
10856,[]
99826,[]
18602,"[b'Liana Dognini', b'Lynne Ramsay']"
121,"[b'Peter Jackson', b'Fran Walsh', b'Philippa Boyens']"
25838,[]
1429,[b'David Benioff']
13435,[]
3131,"[b'Steven Zaillian', b'Jay Cocks', b'Kenneth Lonergan']"
2642,[b'Marc Lawrence']
14317,[]
11022,[b'Joe Carnahan']
24249,[]
9491,[]
2149,[b'Brad Mirman']
20139,[b'John Michael Hayes']
32074,[]
19067,[b'Gerald Vaughan-Hughes']
53712,[b'Lawrence Roman']
25848,[]
14931,[b'George Armitage']
11317,[b'Laurice Elehwany']
4032,[b'Laurice Elehwany']
8392,[]
31804,[]
81048,[b'Peter Choi']
12232,[b'Miles Malleson']
11706,"[b'King Vidor', b'Bridget Boland', b'Mario Camerini', b'Ennio De Concini', b'Ivo Perilli', b'Gian Gaspare Napolitano', b'Mario Soldati', b'Robert Westerby']"
61265,[]
42569,[b'Robert Klane']
25720,[b'Julian Bond']
26946,[b'Charles B. Griffith']
16938,[b'Roy Moore']
21143,[b'Bernard Gordon']
61578,[]
20424,[b'Richard Blake']
4561,[b'S\xc3\xa9bastien Japrisot']
4435,"[b'Santosh Sivan', b'Saket Chaudhary']"
16993,[b'Leonard Gardner']
18002,[]
21332,[]
640,[b'Jeff Nathanson']
10599,"[b'Vincenzo Cerami', b'Roberto Benigni']"
1574,"[b'Bill Condon', b'Bob Fosse']"
590,[b'David Hare']
13560,[]
29339,[]
423,[b'Ronald Harwood']
28028,[]
41084,[]
18773,[]
16225,[]
28679,[]
262,[b'Paul D. Zimmerman']
15395,[]
4912,[b'Charlie Kaufman']
107693,[b'Manoel de Oliveira']
23626,[]
12090,[b'Sam Harper']
44233,[]
35172,[]
36273,[]
14390,[]
41209,[]
9582,"[b'Greg Glienna', b'Pete Schwaba', b'Matt Tarses', b'Bill Wrubel']"
10628,"[b'Scott Rosenberg', b'Steve Bing']"
11078,[b'Jay Scherick']
77633,[]
598,"[b'Paulo Lins', b'Br\xc3\xa1ulio Mantovani']"
99885,[]
15842,[b'Ole Christian Madsen']
24711,[]
43886,"[b'Dorothy Yost', b'Mortimer Offner', b'Jane Murfin']"
11222,[b'Wim Wenders']
13199,"[b'Floyd Mutrux', b'Desmond Nakano']"
8073,[b'Jean-Luc Godard']
26393,[b'Michael Cristofer']
15278,"[b'Chris Rock', b'Robert LoCash', b'Nelson George']"
1484,"[b'Romuald Karmakar', b'Michael Farin']"
14667,[b'Bob Comfort']
47263,"[b'Allan Weiss', b'Anthony Lawrence']"
18692,[b'Allan Weiss']
15734,"[b'Allan Weiss', b'Edward Anhalt']"
34148,"[b'Eleanore Griffin', b'Allan Scott']"
20813,[]
53027,"[b'Parker Bennett', b'Terry Runte']"
18894,[]
26252,[]
24742,[]
19415,[]
41927,[]
5968,[]
10727,"[b'James Vanderbilt', b'John Fasano', b'Joe Harris']"
9045,"[b'Costa-Gavras', b'Jean-Claude Grumberg']"
9082,"[b'Andr\xc3\xa9 Heller', b'Othmar Schmiderer']"
92348,[]
80965,[b'Nico Mastorakis']
14469,[]
55909,[]
20663,"[b'Oliver H.P. Garrett', b'Steve Fisher']"
31916,"[b""Liam O'Brien""]"
61807,[b'Richard Nelson ']
20639,[]
7514,[]
42645,[]
29463,[]
42795,[b'Michael Dyne']
39349,[]
44164,[]
12253,"[b'Craig Fernandez', b'Reggie Rock Bythewood']"
9358,"[b'J. Mackye Gruber', b'Eric Bress']"
1647,[]
9027,[b'Tracey Jackson']
125945,[]
21189,[]
10894,[b'Lucky McKee']
28528,[b'Philip Yordan']
34783,"[b'Frank Harvey', b'John Boulting']"
34374,[b'John Hopkins']
12490,[b'Gerald Stembridge']
26761,[b'Niven Busch']
35185,"[b'William Rose', b'John Eldridge']"
15802,[b'Ry\xc3\xbb Murakami']
39948,"[b'John Warren', b'Len Heath']"
8286,[b'Claude Chabrol']
43028,"[b'Janet Green', b'John McCormick']"
65300,[]
24129,[]
4628,[b'John Briley']
4193,[b'Anthony Shaffer']
10724,"[b'Wendell Wellman', b'Alex Lasker']"
89571,[]
32065,[]
11915,"[b'G\xc3\xa9rard Beytout', b'Jean Girault', b'Jacques Vilfrid']"
42136,[]
28307,[]
37917,[b'Clancy Carlile']
70011,"[b'Neil Young', b'Dean Stockwell', b'Jeanne Field', b'Russ Tamblyn', b'James Beshears']"
37191,[]
210092,[b'Stuart Gillard']
3028,"[b'Michael J. Leeson', b'Jerry Belson', b'Monica Mcgowan Johnson', b'Harvey Miller']"
29224,"[b'Erik Balling', b'Henning Bahs']"
81001,[]
8219,[b'Pedro Almod\xc3\xb3var']
27088,[]
10150,[b'Peter S. Beagle']
20980,"[b'Slava Tsukerman', b'Anne Carlisle', b'Nina V. Kerova']"
16407,[]
41913,[]
30875,"[b'Dardano Sacchetti', b'Elisa Briganti']"
29450,[b'Du\xc5\xa1an Kova\xc4\x8devi\xc4\x87']
27380,[b'James Whittaker']
8288,[b'Woody Allen']
15600,[]
52083,[]
124963,"[b'Wendell Mayes', b'Abraham Polonsky']"
11949,[]
42134,[b'Jerzy Skolimowski']
79257,[b'Fraser Clarke Heston']
42130,[]
42131,[]
41291,[]
84784,[]
23942,[]
72340,[]
32692,[]
37997,[]
27609,[b'Robert Towne']
25872,[]
83562,[]
127,[]
14645,[]
27726,[]
42135,"[b'Rainer Werner Fassbinder', b'Burkhard Driest']"
21923,[]
1563,[]
17132,[]
59533,[]
2262,"[b'Rainer Werner Fassbinder', b'Pea Fr\xc3\xb6hlich', b'Peter M\xc3\xa4rthesheimer']"
52772,[]
46925,[]
77073,[]
76395,[]
37607,[b'James Kirkwood Jr.']
30874,"[b'Lucio Fulci', b'Dardano Sacchetti', b'Gianfranco Clerici', b'Vincenzo Mannino']"
30363,[]
49409,[b'Stephen Maclean']
32048,[b'Robert Benton']
48139,[b'V\xc3\xadctor Erice']
30584,"[b'Howard C. Pen', b'Stephen Weeks']"
48313,[]
48249,[]
29702,[b'Dario Argento']
24830,[]
30049,"[b'Tom Friedman', b'Karen Levitt']"
9699,"[b'Blake Edwards', b'Frank Waldman', b'Geoffrey Edwards', b'Tom Waldman']"
48561,[b'Francesco Maria Piave']
30789,[b'Robert Carrington']
81346,[]
11057,"[b'Michael Verhoeven', b'Mario Krebs']"
47955,"[b'Curtis Hanson', b'Samuel Fuller']"
19322,[b'Reginald Rose']
31661,[]
52556,[]
38219,"[b'Antonio Margheriti', b'Robert D. Bailey']"
23943,[]
26454,[]
9919,"[b'Burr Steers', b'Kristen Buckley', b'Brian Regan']"
6038,"[b'Miles Millar', b'Alfred Gough']"
9480,[b'Mark Steven Johnson']
14873,[b'Karl Geurs']
13132,[]
22707,[]
18302,[]
1956,"[b'Matt Damon', b'Casey Affleck', b'Gus Van Sant']"
12112,"[b'Caroline Thivel', b'Laetitia Colombani']"
50380,[]
212058,[]
12139,[b'John Hughes']
118936,"[b'Gene Towne', b'C. Graham Baker']"
18587,[]
24883,[]
17264,"[b'Melissa Mathison', b'Jeanne Rosenberg', b'William D. Wittliff']"
3426,"[b'Jean-Loup Dabadie', b'Claude Sautet', b'Claude N\xc3\xa9ron']"
2984,[b'Charlie Chaplin']
33221,[b'Jim Sheridan']
59201,[]
26172,[b'Paul Jarrico']
26173,[]
33055,[]
33364,[]
33851,[]
31598,"[b'Sidney Lumet', b'Alan Smithee']"
59401,[b'John Huston']
22233,[b'Carl Reiner']
4952,"[b'Stanley Shapiro', b'Maurice Richlin']"
991,[b'Paul Mayersberg']
4911,[b'David Ayer']
16072,[b'Ronald F. Maxwell']
11615,[b'Charles Randolph']
11635,"[b'Todd Phillips', b'Court Crandall', b'Scot Armstrong']"
125806,[]
77283,[]
35824,[]
102,[b'Anders Thomas Jensen']
14293,[]
41820,[]
105024,[]
10623,"[b""John O'Brien"", b'Channing Gibson']"
9613,[]
7015,[]
210938,[b'Victoria Tennant']
42035,[]
21867,[]
49680,[b'Dover Koshashvili']
6524,"[b'Mel Brooks', b'Ron Clark']"
11244,[b'Robert Townsend']
77233,[]
140071,[]
21801,[]
35139,[]
54845,[]
23834,[]
14633,[]
10678,[b'Jason Filardi']
9567,"[b'Alex Lasker', b'Patrick Cirillo']"
979,[]
13819,[b'Lisa Cholodenko']
1591,"[b'Caroline Link', b'Susanne Liebetrau']"
24186,[b'Rose Troche']
455,"[b'Gurinder Chadha', b'Guljit Bindra', b'Paul Mayeda Berges']"
10632,"[b'David Griffiths', b'Peter Griffiths', b'Art Monterastelli']"
10929,[b'Glen Morgan']
170400,[]
16229,"[b'Frank Deasy', b'Larry Gross']"
12079,"[b'Will De Los Santos', b'Creighton Vero']"
44081,"[b'Rakhshan Bani-Etemad', b'Farid Mostafavi']"
36362,[b'Philip Yordan']
4762,"[b'Volker Schl\xc3\xb6ndorff', b'Margarethe von Trotta']"
18535,"[b'Herbert Baker', b'Hal Kanter']"
23159,"[b'Sidney Buchman', b'Irwin Shaw']"
27236,[]
42459,[]
43261,[b'Valentine Davies']
15347,[b'Lester Cole']
44968,[b'Douglas McGrath']
37258,[]
8996,[b'Agnieszka Holland']
125413,"[b'Ted Berkman', b'Raphael Blau']"
17729,[]
12157,[b'Peter Weir']
11571,"[b'Charles Brackett', b'Walter Reisch']"
71142,[]
10293,[b'\xc3\x89ric Rohmer']
2671,[b'Hiroshi Takahashi']
9669,[]
45129,[b'Sooni Taraporevala']
42618,[b'Peter Stone']
41164,[]
66027,[]
36211,[]
9557,"[b'Mort Nathan', b'William Bigelow']"
6171,"[b'William Goldman', b'Lawrence Kasdan']"
13691,[b'Brian Hohlfeld']
11523,[b'Eric Wald']
114065,[]
14675,"[b'Sidney Buchman', b'Vi\xc3\xb1a Delmar']"
2525,[]
57447,"[b'Antonio Avati', b'Pupi Avati']"
42695,[]
49845,[]
18992,[b'Lillie Hayward']
29912,"[b'Albert Maltz', b'Philip Dunne']"
28881,"[b'Rudy Wurlitzer', b'Mac Gudgeon']"
80243,[]
10782,[b'James Vanderbilt']
9341,[]
9776,[]
10735,"[b'Jenny Bicks', b'Elizabeth Chandler']"
16425,[]
25461,[]
51927,[]
12516,[b'Akira Kurosawa']
1675,[b'Fran\xc3\xa7ois Truffaut']
62184,[]
17057,[b'Andrew Solt']
41938,[b'Bill Phillips']
79615,[]
40718,"[b'Harry Brown', b'Kenneth Gamet']"
42178,[]
203252,[]
6016,"[b'Jean-Pierre Melville', b'Neil Jordan']"
8409,"[b'Christian Gudegast', b'Paul Scheuring']"
1817,[b'Larry Cohen']
284096,[b'Yann Andr\xc3\xa9a']
11299,[b'Keiko Nobumoto']
17995,[]
21052,[]
7294,[]
9506,[]
14290,[]
24982,[]
2662,[b'Rob Zombie']
12093,[b'Lukas Moodysson']
18941,[]
42383,[]
11817,"[b'Ethan Reiff', b'Cyrus Voris']"
24621,[]
13370,[]
8326,"[b'Louis Sachar', b'Louis Sachar']"
13411,[]
11516,[b'Jean Dorst']
10180,[]
994,"[b'David Zelag Goodman', b'Sam Peckinpah']"
66918,"[b'Fred Freiberger', b'Lester Gorn']"
10514,[b'Nelson Gidding']
14237,[b'Andrew Kevin Walker']
1714,"[b'Fran\xc3\xa7ois Truffaut', b'Jean-Louis Richard']"
14308,[]
41461,[b'Thomas Quinn Curtiss']
9930,"[b'Jim Cash', b'Jack Epps Jr.']"
32083,[]
107569,[]
16651,[]
57565,[b'Alan Bennett']
108553,[]
12661,[b'Ian Abrams']
29355,[b'Ezra Sacks']
24961,[b'Joel Schumacher']
26866,[]
31633,[]
20978,[]
47762,[]
47329,[b'Robert Getchell']
10743,[b'Doug Jung']
2832,[]
31459,[]
19153,[]
31932,"[b'Matt Dillon', b'Barry Gifford']"
38868,[]
72996,[b'Andrei Konchalovsky']
15098,"[b'Jordan Melamed', b'Blayne Weaver']"
11458,[b'Jon Robin Baitz']
16636,[b'Jeffrey Blitz']
18736,[]
36658,"[b'Michael Dougherty', b'Dan Harris', b'David Hayter']"
46989,[]
20689,[b'Nicholas Shakespeare']
13438,[]
15394,[b'Maurice Chauvet']
10708,[b'Geoff Rodkey']
22016,[]
85472,[]
22958,[]
15850,[]
251053,[]
10989,[b'Baltasar Korm\xc3\xa1kur']
1816,[b'Arnold Schulman']
42017,"[b'Don MacPherson', b'Christopher Wicking', b'Richard Burridge']"
17667,[b'Andrew Davis']
17464,"[b'Allen DeBevoise', b'Charles Parker', b'Jan Ventura', b'Julie Reichert']"
15259,[]
10515,[]
45069,[]
117269,"[b'Joel Silberg', b'Sheldon Renan']"
21024,[]
42792,[]
43232,[]
22201,[]
11424,[b'John Patrick']
34857,[b'Dorothy Kingsley']
604,"[b'Lilly Wachowski', b'Lana Wachowski']"
55616,[]
10720,"[b'Eve Ahlert', b'Dennis Drake']"
51230,[]
23423,[]
1555,[b'C\xc3\xa9dric Klapisch']
33875,[]
310,"[b'Steve Oedekerk', b'Steve Koren', b""Mark O'Keefe""]"
5146,"[b'Ed Solomon', b'Nat Mauldin', b'Andrew Bergman']"
30055,[]
12544,[b'Emanuele Crialese']
12,"[b'Andrew Stanton', b'Bob Peterson', b'David Reynolds']"
9654,"[b'Donna Powers', b'Wayne Powers']"
9902,[b'Alan B. McElroy']
2260,[]
61939,[]
18385,"[b'Xue Xiaolu', b'Chen Kaige']"
584,"[b'Michael Brandt', b'Derek Haas']"
39125,[]
1088,[b'Niki Caro']
5921,[b'John Michael Hayes']
47423,[b'John Woo']
49798,[b'Allan Scott']
43239,"[b'Leonard Spigelgass', b'Leonard Gershe']"
32140,[b'Jim Parker']
14676,[b'Jack DeWitt']
78281,[]
21717,[]
29425,[b'George A. Romero']
28503,[]
59950,[b'Jacques Pr\xc3\xa9vert']
5920,[b'Harry Kleiner']
51391,[]
26593,"[b'Burton Wohl', b'Leigh Brackett']"
50285,[]
33564,[]
43361,"[b'Federico Fellini', b'Tullio Pinelli', b'Ennio Flaiano']"
6646,[b'Lawrence Edward Watkin']
29514,"[b'George A. Romero', b'Franco Ferrini', b'Dario Argento']"
38720,[b'Sol Saks']
147729,[]
38732,[b'Borden Chase']
15462,[]
22386,"[b'Stanley Shapiro', b'Maurice Richlin']"
43828,"[b'Gertrude Purcell', b'Henry Myers', b'Felix Jackson']"
11145,[b'Robert Garland']
32328,[]
47715,[]
29586,[b'Bryan Forbes']
12629,[b'Bart Baker']
111815,[b'Ruth Prawer Jhabvala']
25381,[b'Borden Chase']
38800,[]
21027,[]
37264,"[b'Craig Bolotin', b'Patricia Resnick']"
11890,"[b'Michael Barrie', b'Jim Mulholland']"
36807,[]
18721,[]
37662,[b'Robert Lynn']
11916,[b'Albert Maltz']
14551,"[b'Borden Chase', b'Robert L. Richards']"
34759,[]
51426,[b'Leon Uris']
42986,[b'John Gay']
26317,[]
43490,"[b'Ranald MacDougall', b'Lester Cole']"
40683,[b'George Waggner']
8092,[b'Robert Getchell']
18200,"[b'John Monks Jr.', b'Sy Bartlett']"
15925,"[b'James Clavell', b'Howard Koch']"
32087,[b'James Poe']
290,"[b'Joel Coen', b'Ethan Coen']"
11463,"[b'Wilfred Greatorex', b'James Kennaway']"
2470,[b'Rafael Azcona']
42640,"[b'Marie Boyle', b'Jack Peabody', b'Florence Postal']"
44043,"[b'Albert Maltz', b'Ring Lardner, Jr.']"
30462,"[b'James Edward Grant', b'Clair Huffaker']"
1403,[b'Michael M. Grilikhes']
10243,[b'Lukas Heller']
42541,[b'Ernest Lehman']
37103,"[b'John Lee Mahin', b'John Huston']"
46059,[b'William Goldman']
40085,[]
47684,[]
2263,[b'Joe Eszterhas']
6523,"[b'Wendell Mayes', b'Ben Hecht', b'John Lee Mahin', b'Ladislas Fodor', b'Martin Rackin', b'Claude Binyon']"
2527,"[b'Claude Chabrol', b'Paul G\xc3\xa9gauff']"
18780,[b'Edmund H. North']
19728,[]
26205,[b'Nunnally Johnson']
3009,[b'Orson Welles']
6643,[b'Ben Maddow']
18972,[b'James Lee Barrett']
53380,[]
14817,[]
41426,[]
41791,[]
49842,"[b'Henri-Georges Clouzot', b'Jean Ferry']"
41670,[]
30708,[]
38765,[]
29627,[]
98984,[]
36372,"[b'Edward Behr', b'Bob Swaim']"
30529,[]
24073,[]
2071,[b'Wolfgang Petersen']
43516,[b'Geoge Seaton']
33638,[]
57476,[]
32489,[]
48864,[]
10152,"[b'Troy Miller', b'Robert Brener']"
31246,[]
11375,"[b'Ron Shelton', b'Robert Souza']"
20694,[]
16311,[b'Scott Roberts']
24985,[]
18300,[]
55735,[]
185465,[]
210728,[]
39088,[]
17813,[]
94996,[]
42995,"[b'Gordon Gordon', b'Mildred Gordon']"
115665,"[b'Mariano Barroso', b'Joaqu\xc3\xadn Oristrell']"
4708,"[b'Francis Ford Coppola', b'Gore Vidal']"
35068,[b'Stirling Silliphant']
42511,[b'D.W. Griffith']
35669,[]
49584,"[b'Stavros Kazantzidis', b'Emma-Kate Croghan']"
170,[b'Alex Garland']
9471,"[b'John August', b'Cormac Wibberley', b'Marianne Wibberley']"
12800,[b'Anne Riitta Ciccone']
44562,[]
9581,"[b'Wai Ka-Fai', b""Joey O'Bryan""]"
117179,[]
15486,[]
216,[]
47676,[]
45139,[b'Barnet Fishbein']
44736,"[b'Beverley Cross', b'Berkely Mather']"
18569,[b'Jo Swerling']
113739,[]
52758,"[b'Gene Towne', b'C. Graham Baker']"
38171,[b'Arthur Laurents']
61225,[b'John Fusco']
18886,[]
24109,"[b'David Giler', b'Jerry Belson', b'Mordecai Richler']"
19957,"[b'Noel Langley', b'Talbot Jennings', b'Jan Lustig']"
42176,"[b'Gail Parent', b'Andrew Smith']"
39231,[]
18722,"[b'Gary Ross', b'Kevin Wade', b'Monte Merrick']"
43039,[]
40634,"[b'Tom Topor', b'Darryl Ponicsan', b'Alvin Sargent']"
20645,[]
33454,"[b'Ronald Millar', b'George Froeschel']"
19753,[]
48451,"[b'Norman Panama', b'Michael Pertwee']"
11482,"[b'G\xc3\xa9rard Brach', b'Roman Polanski']"
70912,[]
42492,[b'Paul Zindel']
6949,"[b'Buck Henry', b'David Newman', b'Robert Benton']"
1927,"[b'John Turman', b'Michael France', b'James Schamus']"
10327,[b'Kate Kondell']
14411,[]
296,"[b'John D. Brancato', b'Michael Ferris']"
302,"[b'Fran\xc3\xa7ois Ozon', b'Emmanu\xc3\xa8le Bernheim']"
22,"[b'Ted Elliott', b'Terry Rossio']"
46993,[]
8698,[b'James Robinson']
554,[]
61545,[]
34840,[]
17920,[b'Heidi Thomas']
40947,"[b'Yolanda Garc\xc3\xada Serrano', b'Juan Luis Iborra']"
32235,"[b'Mark Polish', b'Michael Polish']"
8961,"[b'Ron Shelton', b'Jerry Stahl']"
17403,[b'Neena Beber']
9486,[]
20439,[]
3472,[b'Steven Knight']
35265,[]
25921,[]
24259,[]
41453,[b'Akira Kurosawa']
68927,"[b'Paul Young', b'John Bunzel']"
11894,[b'John Hughes']
20726,"[b'Robert Shallcross', b'Tommy Swerdlow', b'Michael Goldberg', b'James Ferguson']"
24558,[]
12649,"[b'Roger MacDougall', b'Stanley Mann']"
44916,[]
24356,[]
1996,[b'Dean Georgaris']
4464,[b'Gary Ross']
12279,[b'Robert Rodriguez']
9104,"[b'Gregor Jordan', b'Eric Weiss', b'Nora Maccoby']"
33339,[]
47232,[]
71714,[]
54580,"[b'Fernando Le\xc3\xb3n de Aranoa', b'Ignacio del Moral']"
4613,[b'Joe Wein']
12530,"[b'I. A. L. Diamond', b'Billy Wilder']"
45096,[]
21882,[]
29805,[]
24993,[]
53021,"[b'Billy Wilder', b'I.A.L. Diamond']"
430,"[b'Billy Wilder', b'I. A. L. Diamond']"
123833,[]
5185,[]
10553,[b'Christopher Wood']
21512,[]
21449,[]
4984,[]
8273,[b'Adam Herz']
8046,[b'Martin Brest']
50350,"[b'Claude Lelouch', b'Pierre Leroux']"
287811,[]
48967,[]
8094,[b'Peter Mullan']
26195,[]
10330,"[b'Heather Hach', b'Leslie Dixon']"
125952,[]
9257,"[b'David McKenna', b'David Ayer']"
9499,[]
17180,[]
15292,[]
12491,[b'Pier Paolo Pasolini']
41660,"[b'Greg Malins', b'Michael Curtis']"
78041,[]
27814,[]
41206,[]
33954,[]
48364,[]
71010,[]
23395,[]
47278,[]
24192,[]
10237,[b'Leonard Kastle']
833,[b'Cesare Zavattini']
26755,[]
42470,[b'Buck Henry']
3101,[]
6466,"[b'Damian Shannon', b'Mark Swift']"
20210,[]
2055,[]
11770,"[b'Stephen Chow', b'Tsang Kan-Cheung']"
14926,[b'Julia Dahl']
2771,[]
1778,[]
44408,[]
54390,[]
10923,"[b'Ashley Edward Miller', b'Zack Stentz', b'Scott Alexander', b'Larry Karaszewski']"
17745,[]
79888,[]
114776,[]
21989,[]
18573,[b'Crane Wilbur']
37451,[b'Isobel Lennart']
41759,[]
37227,[b'Brian Taggert']
48791,"[b'Gabriel Axel', b'Erik Kjersgaard']"
80047,[]
41944,[]
8992,[]
35371,[]
19053,[]
11206,"[b'Robert Carrington', b'Jane-Howard Carrington']"
49762,[]
30970,[b'Michael Haneke']
13154,"[b'Stephen Glantz', b'Caliope Brattlestreet']"
18148,[]
54898,[]
636,"[b'George Lucas', b'Walter Murch']"
3055,"[b'Helen Deutsch', b'Dorothy Kingsley']"
40920,[]
54986,[]
43048,[]
11898,"[b'John Dighton', b'Robert Hamer', b'Nancy Mitford']"
26225,[]
14881,[]
26198,[b'Michael Mann']
35072,[b'Shinichi Sekizawa']
43226,[]
44585,[b'George Worthing Yates']
35073,"[b'Louis Morheim', b'Fred Freiberger']"
9051,[b'Blake Edwards']
9362,"[b'S. S. Wilson', b'Brent Maddock']"
19542,[b'Emeric Pressburger']
120683,[]
936,"[b'Maurice Richlin', b'Blake Edwards']"
12268,"[b'Blake Edwards', b'Frank Waldman']"
10999,[b'Steven E. de Souza']
33521,[b'W.D. Richter']
4593,"[b'Luis Bu\xc3\xb1uel', b'Jean-Claude Carri\xc3\xa8re']"
34044,[]
12276,[b'Shi Bao']
3782,"[b'Shinobu Hashimoto', b'Akira Kurosawa']"
36629,[]
2891,[b'Laura Jones']
12722,"[b""Denis O'Neill""]"
41806,"[b'Rafael Azcona', b'Carlos Saura']"
143795,[]
38304,[]
26246,[]
124839,[]
20815,[b'Harold Pinter']
19433,[]
99006,[]
48464,[]
7504,[b'Deepa Mehta']
513,[]
6619,"[b'Luchino Visconti', b'Nicola Badalucco']"
32316,[]
10610,"[b'Gordon Chan', b'Alfred Cheung Kin-Ting', b'Bey Logan', b'Bennett Davlin', b'Paul Wheeler']"
2830,[]
15920,[b'Jir\xc3\xad Hubac']
21413,[]
38874,[]
16405,[]
33255,[]
178675,[]
99648,[]
11351,[b'Victor Salva']
333,[]
30246,[]
112961,[]
22200,[]
2722,[]
27090,[]
13778,"[b'Fred Wolf', b'David Spade']"
9616,[b'Brian Helgeland']
55015,[]
1415,"[b'Fenton Bailey', b'Randy Barbato']"
31094,[b'Ronald Harwood']
11547,"[b'Eli Roth', b'Randy Pearlstein']"
7270,"[b'Ted Griffin', b'Nicholas Griffin']"
1428,[b'Robert Rodriguez']
17906,[]
153,[b'Sofia Coppola']
66111,[]
33320,[]
15136,[]
61054,[]
4703,[b'Frederic Raphael']
29507,[]
27590,[]
52734,[]
14603,[]
10617,[]
10618,[]
10619,[]
11293,[b'Alvin Sargent']
36759,[]
38960,[]
19383,[b'Peter Bogdanovich']
53650,[]
40775,[b'Ruth Prawer Jhabvala']
9584,[b'Bill L. Norton']
8408,[b'George A. Romero']
14030,[]
49685,[]
2687,"[b'Robert Collector', b'Dana Olsen', b'William Goldman']"
16323,"[b'Bo Goldman', b'Bill Kerby', b'Michael Cimino']"
39859,[]
41846,[]
74585,[]
23325,[b'Fred F. Finklehoffe']
16790,[]
31579,[b'Larry Cohen']
40353,[]
23033,[b'Laurence Stallings']
19064,[]
34564,[]
25241,[]
43041,[b'James Lee']
28942,[]
37025,[b'Laird Doyle']
10739,[b'Woody Allen']
12767,[b'Richard Jefferies']
22309,[b'Elizabeth Hunter']
13156,[]
277,[b'Danny McBride']
9707,[b'Don Coscarelli']
38244,[]
24488,[]
278813,[]
20321,[]
36791,[]
61401,[]
17614,[]
7288,[b'Larry Doyle']
10159,"[b'R.J. Stewart', b'James Vanderbilt']"
10934,[b'Audrey Wells']
287816,[]
54243,[]
5653,"[b'Camille Thomasson', b'Bart Gavigan']"
321,"[b'\xc3\x89mile Gaudreault', b'Steve Galluccio']"
20,[]
18113,[]
5168,[]
9662,[]
837,[]
20303,[]
19666,[]
821,"[b'Abby Mann', b'Montgomery Clift']"
41834,[]
37672,[b'Bernard Slade']
1358,[]
2200,[b'Frank Beyer']
11475,[b'Aki Kaurism\xc3\xa4ki']
776,[b'Jean Renoir']
40440,[]
16563,"[b'Frances Goodrich', b'Albert Hackett', b'Dorothy Kingsley']"
11703,[b'Leonard Schrader']
891,"[b'William Goldman', b'Carl Bernstein', b'Bob Woodward']"
83714,[b'Todd Graff']
12531,[b'Gilles Mimouni']
10881,[]
11832,[b'Gabriel Axel']
51300,[]
11806,"[b'John Hughes', b'Amy Holden Jones']"
10438,[b'Len Blum']
36349,"[b'John Carpenter', b'William Gray', b'Desmond Nakano']"
650,[]
10337,[b'James Toback']
8446,[b'Alan Parker']
42570,[]
9874,[b'Sylvester Stallone']
11477,"[b'Jorge Guerricaechevarr\xc3\xada', b'\xc3\x81lex de la Iglesia']"
37753,[]
29161,"[b'Franco Ferrini', b'Dario Argento']"
21627,[]
9501,"[b'Christophe Gans', b'Thierry Cazals', b'Roger Avary']"
49291,[]
4543,"[b'Terry Gilliam', b'Michael Palin', b'Terry Jones', b'Graham Chapman', b'John Cleese', b'Eric Idle']"
11046,[b'Alistair MacLean']
11707,[b'Richard Tuggle']
7442,[b'Ronald Bass']
14425,[]
6723,"[b'Boaz Yakin', b'Scott Spiegel']"
13343,"[b'James Fritzell', b'Everett Greenbaum']"
16969,"[b'Blake Edwards', b'Joseph Stinson']"
11338,[b'Ron Koslow']
13339,"[b'Richard Christian Matheson', b'Tom Szollosi']"
28761,[b'Peter Viertel']
25237,"[b'Ales Adamovich', b'Elem Klimov']"
41780,[]
9871,[b'Karen Walton']
33258,[]
71940,[]
26850,[]
70709,[]
36855,"[b'Everett Greenbaum', b'James Fritzell']"
20238,"[b'Edmund L. Hartmann', b'Frank Tashlin', b'James Fritzell', b'Everett Greenbaum']"
33783,[]
163549,[]
47898,[]
19171,"[b'Lenore J. Coffee', b'Robert Smith']"
48345,[]
11364,[b'J.J. Abrams']
38135,[]
55950,[]
39916,"[b'Erich Tomek', b'Luigi Cozzi']"
31634,[b'Jack Lewis']
43739,"[b'Delmer Daves', b'Donald Ogden Stewart']"
